stime,timestamp,id,source,dest,nhops
0.092000,0.042752,uto7KdNJ5MT0CnIE,4,5,1
0.132000,0.020973,sui7kwfMcz3bwWhm,2,5,2
0.184000,0.152150,qDwTIxtEjGd9UzMb,4,5,1
0.216000,0.174510,U90P3OFMcSeSz12Y,3,5,1
0.264000,0.222666,bOfBpq6w9jTKZNv5,4,5,1
0.338000,0.033826,EKR05zWQvC3JoUxU,1,5,3
0.383000,0.264513,BjjOiUOFuPoBLFuk,2,5,2
0.445000,0.409094,9rG6sfU6sstWr6ex,4,5,1
0.455000,0.080459,G5BOKyfVt2Ty9Tbw,1,5,3
0.525000,0.482580,8aijYVVsflEvaIdy,3,5,1
0.670000,0.199525,PCg5N6l8d1cWw21K,1,5,3
0.710000,0.592151,1SI1Pd2LwQKEg2Kc,2,5,2
0.884000,0.851176,c7hSbW8TQZHeWMQx,4,5,1
0.902000,0.786291,KOVqZweOAXhhUXBO,2,5,2
0.956000,0.244215,aRiNctbxSXQyRaOT,1,5,3
1.325000,1.292558,hcgfQDBF7iypDlAb,4,5,1
1.505000,1.472830,hRUL6dSi5E6C2Fy3,4,5,1
1.766000,1.730685,upSleJqWzrE8UCgJ,4,5,1
1.804000,1.761195,Od6r6K6w6dv97wvu,3,5,1
1.815000,1.719394,VQExe0YSjlkx6oGt,2,5,2
1.956000,1.923364,hEAjkQlfXWGTxCg4,4,5,1
1.970000,1.927622,HuCoNZHjPmK1YZEl,3,5,1
2.058000,1.959429,x7qtW8kC1EHyacL9,2,5,2
2.078000,2.044661,xxSPXJDDhpzkrDyA,4,5,1
2.084000,2.041878,N4CAwfyJCgGNhgZR,3,5,1
2.104000,2.071265,51uPhHTSRs8J0J8W,4,5,1
2.167000,2.124524,27U4BPQcDqSU2NCt,3,5,1
2.184000,2.150105,X2Q2YfiBSQwCXqUS,4,5,1
2.268000,2.177480,dwNOn9Im4z22CeQu,2,5,2
2.482000,2.449909,LRvhNm6okU8jroA7,4,5,1
2.763000,2.670534,do38qCKArut5sifY,2,5,2
2.795000,2.681016,g1CJiyGlqfWQh9Z7,2,5,2
3.022000,2.979071,WFKwnjxsKnleopFL,3,5,1
3.108000,3.004761,SSlYbydITtRxFj1M,2,5,2
3.209000,3.175685,ciMbfMcUU9wNZRrj,4,5,1
3.299000,3.256012,wRatVRfsUdAH6vGR,3,5,1
3.435000,3.392133,J0uqoUoJlcnfOrS3,3,5,1
3.528000,3.444716,x75ev2stQYPcpbgW,2,5,2
3.555000,3.522772,HCwVyVhEzfYraHF3,4,5,1
3.593000,3.560225,PC37v2KSCGshcMh8,4,5,1
3.644000,3.593369,LgmltDnKPQyCdIAN,3,5,1
3.668000,3.569752,1fS9Nb8X5s2EEs7j,2,5,2
3.702000,3.669704,nH2iu30Ag19fBhuU,4,5,1
3.711000,3.592586,SJpBTsF8DzluTftc,2,5,2
3.773000,0.708834,o2MiM8gwdYRkeFYw,1,5,3
3.831000,3.788166,0wjkE9HdRwmnkGvF,3,5,1
3.899000,3.866048,KKype25OeIeG77Fw,4,5,1
3.948000,3.854803,NTXNeo81HEKwl4Qe,2,5,2
4.018000,3.881181,xbnf6YsEQD7OxVl4,2,5,2
4.031000,3.988763,4NhctE4FbGv1r2ow,3,5,1
4.147000,4.111576,aYuzuAQQS9HP8ZpJ,4,5,1
4.565000,4.532646,5B0tmaTecIqe8RXC,4,5,1
4.746000,4.694423,AqbsrmitOtNLoYGu,3,5,1
4.785000,0.788838,U7NicHEOjeJrJ6sY,1,5,3
4.825000,4.726987,9A51rj9E7sHnTTyg,2,5,2
4.839000,4.797872,OESy4X5jYe0aHPc1,3,5,1
4.849000,4.799439,GkkHyXJeySLBtxTd,3,5,1
4.937000,4.795777,qOR5P23A43NegrMb,2,5,2
5.091000,5.059813,HxUsuLMhp4tzUQKR,4,5,1
